text,label
"Subject: Specs for review Body: Hi all, Team schedule schedule confirm issue team please please. Prototype team schedule schedule production fix update parts. Team attached project quote meeting confirm drawing deadline specification vendor deadline prototype design.",ham
"Subject: You won! Body: Act now. Get it here: https://offers.example/free.iges Unsubscribe here. Thank you, Sam",spam
"Subject: New build available Body: Dear John, Review parts issue production thanks review deliver design team confirm. Update quote approval deliver approval prototype schedule please design update thanks please deadline model.",ham/cad
Subject: Project update Body: Quote dimension note meeting design update quote specification. Confirm prototype prototype urgent confirm project project urgent check project note. Please find the model: https://designrepo.com/repo/bracket.dxf,ham/cad
Subject: Urgent: please read Body: Prototype update issue production confirm project attached vendor. Confirm update update approval issue approval check dimension sample fix dimension. Model review project prototype urgent team quote issue fix specification issue update vendor review. Please find the model: https://cadrepo.com/repo/bracket.iges,ham/cad
"Subject: Please review Body: Quote thanks drawing regards deadline deliver drawing please fix review deadline. Please find the model: https://fileshare.net/repo/component.iges Regards, Ravi",ham/cad
"Subject: Design revision Body: Hey, Design request: File team parts project drawing parts model sample meeting quote. Could you review the attached design and provide feedback on tolerances and fit? Model link: https://cadrepo.com/part_design.dxf Required changes: Meeting attached deliver regards fix note confirm dimension. Sincerely, Priya",ham/cad/design requests
"Subject: Production query Body: Production query regarding the attached assembly. Please confirm finish, tolerances, and critical dimensions. Reference file: https://designrepo.com/repo/part.3mf Attachment: production_notes.pdf",ham/cad/production queries
Subject: Design request Body: Design request: Design sample model sample deadline thanks fix prototype please sample. Could you review the attached design and provide feedback on tolerances and fit? Model link: https://example.com/part_design.stl,ham/cad/design requests
"Subject: Quote from supplier Body: Vendor submitted a proposal for supplying the following components. See proposal: https://fileshare.net/repo/component.stl Vendor details: Global CAD Supplies Thanks, Jordan",ham/cad/vendor proposals
"Subject: Part specification Body: Attached are the part specification documents with dimensions and tolerances. Specification file: https://example.com/repo/widget.3mf Please ensure the surface finish and material are correct. Thank you, Jordan",ham/cad/part specification documents
Subject: Urgent: please read Body: File drawing prototype issue note team drawing please specification. Note issue confirm please note quote review deadline thanks meeting. Please find the model: https://designrepo.com/repo/housing.dwg,ham/cad
"Subject: Production query Body: Production query regarding the attached assembly. Please confirm finish, tolerances, and critical dimensions. Reference file: https://example.com/repo/model.iges",ham/cad/production queries
Subject: Quote from supplier Body: Vendor submitted a proposal for supplying the following components. See proposal: https://files.example/repo/part.dxf Vendor details: Global CAD Supplies,ham/cad/vendor proposals
Subject: Specification document Body: Attached are the part specification documents with dimensions and tolerances. Specification file: https://files.example/repo/bracket.step Please ensure the surface finish and material are correct.,ham/cad/part specification documents
Subject: Design revision Body: Design request: Confirm file regards model dimension prototype quote note parts parts. Could you review the attached design and provide feedback on tolerances and fit? Model link: https://example.com/component_design.dwg Required changes: Note file file thanks please production specification approval.,ham/cad/design requests
